Hotel,Review,Site,Categories and Themes
Marina Bay Sands ,"he design of the room was actually quite basic for a 5 star resort, I guess my expectation was lot higher. The bathrobes was poor quality or just tired, the free complimentary drinks was nice but would like fruit as well. It normally a nice touch to have a complimentary gift for memory of your stay, they lack this gesture. Maybe more expensive suites get it but personally for prestige of the hotel, there should not have any prejudice. Did not like the idea of so many free plastic bottle water offered, with state of the art hotel, a clean water filtration system in room pouring in glass would have less environmental impact. General decor finish was just average par but nothing to be special, would have expected a better finish overall.",booking.com,"{""themes_and_categories""=>[{""theme""=>""Room Assignment & Condition"", ""categories""=>[""Outdated or worn-out furnishings""]}, {""theme""=>""Staff & Service Quality"", ""categories""=>[""Over-promising but under-delivering on \""luxury\"" standards""]}, {""theme""=>""Technology & Amenities"", ""categories""=>[""Missing promised amenities (minibar, toiletries, etc.)""]}, {""theme""=>""Value-for-Money"", ""categories""=>[""Guests feeling the experience didn't justify the high price""]}]}"
Marina Bay Sands ,"The check-in takes for ages, and I didnt like the checking lady at all. It was about her and her ego, not about the customer... She was acting like she was a rocket scientist. We have booked the hotel , they told us they were some building works on floor above. We checked in and indeed they worked till 8 pm. Next day when we woke up they started working pretty early again. But floor above was incredible noisy, it was reaching 100 DB noise, we called reception for another room , or to give us another room. They said they dont have other room, sorry sorry. I patiented till 2 pm or so , I coudlnt work and do mly job. I was going to crack mentally, my colleague went down to the reception , saying that this was not acceptable, they were still trying to keep us happy, with some excuses. we had to loose our temperer in public, and they made my colleague quiet and offered me another room in A block. I paid very big amount to stay in this amount and the service received for this amount is absolutely horribl e and that i have to experience this. If you are building, close the floor underneat, dont let your customer pay twice, one time for your noisy room and one time for the renovation.. This is not the standards of Singapore... I hope singapore is not loosing its respect to customer and change its values for money. !!! i have recorded and have proof if the hotel management wants this..",booking.com,"{""themes_and_categories""=>[{""theme""=>""Check-In & Check-Out Process"", ""categories""=>[""Long Wait"", ""Poor service""]}, {""theme""=>""Staff & Service Quality"", ""categories""=>[""Rude, inattentive, or unhelpful staff"", ""Poor problem resolution (slow or dismissive responses)""]}, {""theme""=>""Facilities & Infrastructure"", ""categories""=>[""Noise issues (thin walls, nearby construction, events)""]}, {""theme""=>""Value-for-Money"", ""categories""=>[""Guests feeling the experience didn't justify the high price""]}]}"
Marina Bay Sands ,"Room was on the garden side on a low floor right next to the highway. There is fair bit of noise from that. The TV didn't work for almost 2 days and just came up with an error so it literally wouldn't do anything at all. There was an infestation of small flies coming out of the air vent in the bathroom which ended up sitting all over my towel and bath robe (see pics), as well as hanging around the toilet and buzzing around the bedroom. They don't rush themselves with the cleaning, I came back at almost 4pm and the cleaner had not yet been. I wanted to get in the shower before going back out so I set the do not disturb on and when I went back out about 6pm there was a card saying they couldn't clean due to my do not disturb. How about cleaning it earlier than 4pm+ then? Literally the only redeeming feature of the hotel is the pool but it's also very busy and not worth the cost just for that. The rooms are nothing special and everything else is available to anyone anyway, not just hotel guests.",booking.com,"{""themes_and_categories""=>[{""theme""=>""Room Assignment & Condition"", ""categories""=>[""Maintenance issues (broken AC, shower, TV, etc.)"", ""Poor cleanliness (dirty linens, bad odors, pests)""]}, {""theme""=>""Staff & Service Quality"", ""categories""=>[""Poor problem resolution (slow or dismissive responses)""]}, {""theme""=>""Facilities & Infrastructure"", ""categories""=>[""Noise issues (thin walls, nearby construction, events)"", ""Overcrowded or unavailable facilities despite being premium""]}, {""theme""=>""Value-for-Money"", ""categories""=>[""Guests feeling the experience didn't justify the high price""]}]}"
Marina Bay Sands ,"My disappointment runs deep. Upon my arrival around 11 AM, not only was my request for an early check-in disregarded, but I found myself forced to change in a cramped restroom marred by unsanitary conditions, including urine drops on the floor, with no alternatives offered. Lacking any suitable surface to place my luggage, I resorted to capturing photographs of the unpleasant scene. Compounding matters, the absence of complimentary shower shoes—commonly provided by all 5-star hotels—left me with no choice but to wear my conference shoes to the swimming pool. Despite patiently awaiting communication regarding my room's readiness while at the pool, several hours passed without any contact. Faced with both frustration and a sunburn, I eventually returned to the lobby to inquire about the status of my room. Regrettably, the staff displayed a lack of urgency in addressing my situation, despite my earlier plea for prompt assistance. Following a frustrating ten-minute wait and subsequent computer search, I was finally allocated a room. It pains me to say that the demeanor of the lobby staff fell far short of the expected standard for a five-star establishment—marked by unkindness, sluggishness, and a noticeable lack of care.",booking.com,"{""themes_and_categories""=>[{""theme""=>""Reservation & Pre-Arrival"", ""categories""=>[""Inflexible Policies""]}, {""theme""=>""Check-In & Check-Out Process"", ""categories""=>[""Long Wait"", ""Poor service""]}, {""theme""=>""Room Assignment & Condition"", ""categories""=>[""Room not ready upon arrival""]}, {""theme""=>""Staff & Service Quality"", ""categories""=>[""Rude, inattentive, or unhelpful staff"", ""Poor problem resolution (slow or dismissive responses)"", ""Over-promising but under-delivering on \""luxury\"" standards""]}, {""theme""=>""Technology & Amenities"", ""categories""=>[""Missing promised amenities (minibar, toiletries, etc.)""]}, {""theme""=>""Facilities & Infrastructure"", ""categories""=>[""Pool, spa, gym not functioning or poorly maintained""]}]}"
Marina Bay Sands ,"The staff can be very rude. When you go up to the pool there is people chasing you for your card, and not in a nice way, felt nearly like they judge people by skin colour. The club bouncer was also very rude, when this old man approached my cousin, and she declined, the men got upset and the bouncer started blaming us, just because the man clearly was staying in a more expensive room. Very strange situation. The check-in took 45min, why? Tower 3 is very out dated, seemed like it was in the 70’s, and even though I paid extra for a room with a view, it seemed that everyone was as getting those rooms.",booking.com,"{""themes_and_categories""=>[{""theme""=>""Check-In & Check-Out Process"", ""categories""=>[""Long Wait""]}, {""theme""=>""Room Assignment & Condition"", ""categories""=>[""Outdated or worn-out furnishings""]}, {""theme""=>""Staff & Service Quality"", ""categories""=>[""Rude, inattentive, or unhelpful staff""]}, {""theme""=>""Value-for-Money"", ""categories""=>[""Guests feeling the experience didn't justify the high price""]}]}"
Marina Bay Sands ,"20 minute wait on check-in. No restaurant available to eat on midday saturday. No in hotel no in shopping mall with small kids. Could not book any restaurant for the dinner, concierge said it was normal for saturday... He managed to book roof restaurant for lunch the next day. However they put us to the bar, as it is restaurant policy that no kids allowed!!! I mean what? For lunch kids are not allowed? Then why concierge booked it? For dinner we ordered pizza for kids to the room and it took 1:20 minutes to arrive. It was not hot. Next day we waited for 20 minutes in line to have a breakfast.to be seated near coffee station with noise from coffee machine and staff running around the table. Common this is a 100$ breakfast! Both registration and checkout took around 15 minutes, both clerks and staff on the phone as well as concierges didn't do anything about complaints. Oh and taxi waits took me around 10 minutes on 3 occasions. Minibar is useless in case you are very hungry after long trip to Singapor. I will never go back to this hotel and will never recommend it to anyone. Very poor experience for over 1000$ per night. Extremely firm bed, very small room, bathroom door can not be locked.",booking.com,"{""themes_and_categories""=>[{""theme""=>""Check-In & Check-Out Process"", ""categories""=>[""Long Wait"", ""Poor service""]}, {""theme""=>""Room Assignment & Condition"", ""categories""=>[""Maintenance issues (broken AC, shower, TV, etc.)"", ""Outdated or worn-out furnishings""]}, {""theme""=>""Staff & Service Quality"", ""categories""=>[""Rude, inattentive, or unhelpful staff"", ""Poor problem resolution (slow or dismissive responses)""]}, {""theme""=>""Technology & Amenities"", ""categories""=>[""Missing promised amenities (minibar, toiletries, etc.)""]}, {""theme""=>""Food & Beverage Experience"", ""categories""=>[""Long wait times for in-room dining or restaurants"", ""Limited menu choices vs. premium expectations""]}, {""theme""=>""Security & Privacy"", ""categories""=>[""Safety concerns (doors not locking properly, lack of visible security)""]}, {""theme""=>""Value-for-Money"", ""categories""=>[""Guests feeling the experience didn't justify the high price""]}]}"
Fullerton Bay Hotel,"I honestly don’t know what the main responsibilities of the hotel staff are if they cannot answer calls or reply to emails. During my entire 7-night stay, I was unable to reach anyone regarding the payment status. Even though I had clearly asked in advance not to charge the guest and that I would pay online, the hotel demanded payment in cash at check-in. After that, they ignored my emails for the rest of the stay or sent just one email per day - always with an incorrect payment link. I received 4–5 incorrect links in total and never got a proper response. No one replied to my inquiry about late check-out either. Overall, this was a complete disappointment - especially from a 5-star hotel. Be aware that after booking, you may completely lose communication with the staff, and any questions or requests could be left unanswered.",booking.com,"{""themes_and_categories""=>[{""theme""=>""Reservation & Pre-Arrival"", ""categories""=>[""Lack of Confirmation""]}, {""theme""=>""Check-In & Check-Out Process"", ""categories""=>[""Surprise charges or billing mistakes""]}, {""theme""=>""Staff & Service Quality"", ""categories""=>[""Rude, inattentive, or unhelpful staff"", ""Lack of staff presence when needed"", ""Poor problem resolution (slow or dismissive responses)"", ""Over-promising but under-delivering on \""luxury\"" standards""]}, {""theme""=>""Value-for-Money"", ""categories""=>[""Guests feeling the experience didn't justify the high price""]}]}"
Fullerton Bay Hotel,"Worst checkin and checkout experience ever. Long lines, incompetence. I never received an invoice until even 1 week later, even after sending several messages. And receiving fake promises it would be sent. Had to involve booking.com customer service two times to get forward. Mysterious food credit called ""flexible credit for dinner"". At checkout I learn I could have used it for breakfast. At that time it was too late, not least because of the ultra-long checkout process. This is not five-star service and nothing I could recommend for business travel.",booking.com,"{""themes_and_categories""=>[{""theme""=>""Check-In & Check-Out Process"", ""categories""=>[""Long Wait"", ""Surprise charges or billing mistakes""]}, {""theme""=>""Staff & Service Quality"", ""categories""=>[""Rude, inattentive, or unhelpful staff"", ""Poor problem resolution (slow or dismissive responses)"", ""Over-promising but under-delivering on \""luxury\"" standards""]}, {""theme""=>""Food & Beverage Experience"", ""categories""=>[""Limited menu choices vs. premium expectations""]}, {""theme""=>""Value-for-Money"", ""categories""=>[""Guests feeling the experience didn't justify the high price""]}]}"
Fullerton Bay Hotel,"o be honest, I was shocked by the poor condition of the room we were provided. My family and I stayed at your hotel from April 4th to April 6th. Since we arrived before the official check-in time and our original room wasn’t ready, we were offered an alternative — a higher-category room for an additional fee, which we accepted. To our surprise, for 2000 SGD for two nights, we received a dirty room with exposed wiring and loose cables. The lighting was extremely poor, the windows were tiny, and the entire room felt dark and gloomy. It was nothing like what one would expect from a five-star hotel. This experience does not compare in any way to other hotels like The Ritz-Carlton or Kempinski — it was far worse. The hallways were not air-conditioned and smelled strongly of mold. Drilling and construction work were happening right outside our door while our one-year-old child was trying to nap. How could that not be considered when assigning a room to a family with a baby? The carpets in both the room and hallways were dusty and unclean.",booking.com,"{""themes_and_categories""=>[{""theme""=>""Room Assignment & Condition"", ""categories""=>[""Room not ready upon arrival"", ""Maintenance issues (broken AC, shower, TV, etc.)"", ""Poor cleanliness (dirty linens, bad odors, pests)"", ""Outdated or worn-out furnishings""]}, {""theme""=>""Facilities & Infrastructure"", ""categories""=>[""Noise issues (thin walls, nearby construction, events)""]}, {""theme""=>""Value-for-Money"", ""categories""=>[""Guests feeling the experience didn't justify the high price"", ""Comparing negatively to other 5-star or boutique hotels""]}]}"
Fullerton Bay Hotel,"Service of different staff - Receptionists don’t seem to be service oriented; we stood there for 10 over mins while the staff checked us in; my kid turned cranky but the receptionist was still chatting and laughing with her colleague (she walked away without telling us why) while we waited. When she came back after 4-5 mins, she did not even apologise and continued to look at her comp; after another like 3-4 mins, she finally passed us the room key. She did not even tell us where the lifts were and nothing was said about the WiFi, room mini bar etc. which other hotels would always do a quick brief. That was it. To make things worse, 3 luggages belonging to other guests were sent to our room after we came up from swimming! A plug in the room was spoilt and we thought it was the kettle that didn’t work - we called for help 3 times before someone finally came after 4.5 hours to help us. Appalling service standards at a supposedly luxurious hotel.",booking.com,"{""themes_and_categories""=>[{""theme""=>""Check-In & Check-Out Process"", ""categories""=>[""Long Wait"", ""Poor service""]}, {""theme""=>""Room Assignment & Condition"", ""categories""=>[""Maintenance issues (broken AC, shower, TV, etc.)""]}, {""theme""=>""Staff & Service Quality"", ""categories""=>[""Rude, inattentive, or unhelpful staff"", ""Lack of staff presence when needed"", ""Poor problem resolution (slow or dismissive responses)"", ""Over-promising but under-delivering on \""luxury\"" standards""]}, {""theme""=>""Security & Privacy"", ""categories""=>[""Mishandling of guest belongings (lost luggage, theft)""]}]}"
Fullerton Bay Hotel,We got in around 1044 pm and the was no one manning the door to greet us. We had to lug all our baggage up the stairs and across to the back desk. We booked a club room. We thought we were booking a better room but it was featureless and tired with no decoration. The furniture was tired and scuffed and the carpet frayed at the edges. But the worst thing was the carpet and the bedding really smelled awful. We looked online and saw several people had complained about the smell. We were late and tired and initially thought we would address it in the morning but the smell was so bad we couldn’t stay. We had to ring the duty manager and ask to be moved. By the time we were moved it was 2 am. The room they moved us to was cheaper but much nicer but we paid the full initial price for both nights. Though they gave us a restaurant credit of $200 an arranged a taxi to the airport when we left I was firstly amazed that they had put a guest in such an awful room and then despite us not being able to access a usable room till 2am they still charged the full price for the room. Finally when we went to check out the lady at the desk knew nothing about the restaurant credit or the taxi It was just a pretty awful experience Once we were moved however things were fine but if you go to this hotel avoid the club floor,booking.com,"{""themes_and_categories""=>[{""theme""=>""Check-In & Check-Out Process"", ""categories""=>[""Poor service"", ""Surprise charges or billing mistakes""]}, {""theme""=>""Room Assignment & Condition"", ""categories""=>[""Poor cleanliness"", ""Outdated or worn-out furnishings""]}, {""theme""=>""Staff & Service Quality"", ""categories""=>[""Lack of staff presence when needed"", ""Poor problem resolution""]}, {""theme""=>""Value-for-Money"", ""categories""=>[""Guests feeling the experience didn't justify the high price""]}]}"
Shangri-la Rasa Sentosa,"The majority of the staff at Rasa were not friendly or welcoming. Nor were they particularly helpful or responsive to queries. Each time we asked about something we were told they needed to check and would get back to us, which often took more than 20 minutes for simple queries. The exception was a guest services manager that we encountered, Kathleen, she was bright, bubbly and friendly. She was a ray of sunshine. Otherwise, the hotel facilities were not great. Breakfast was nowhere near as good. Hotel was dated, very hard to use electronics. Also, often when you called guest services there would be no answer. So we would give Rasa 1 star. We would not go back. And we will actively tell people not to go there. Quite frankly - it's not synonymous with the Shangri Name or Values.",booking.com,"{""themes_and_categories""=>[{""theme""=>""Staff & Service Quality"", ""categories""=>[""Rude, inattentive, or unhelpful staff"", ""Lack of staff presence when needed"", ""Poor problem resolution (slow or dismissive responses)""]}, {""theme""=>""Technology & Amenities"", ""categories""=>[""Malfunctioning room technology (smart locks, lighting, automation)""]}, {""theme""=>""Food & Beverage Experience"", ""categories""=>[""Overpriced, low-quality food""]}, {""theme""=>""Room Assignment & Condition"", ""categories""=>[""Outdated or worn-out furnishings""]}]}"
Shangri-la Rasa Sentosa,"Room not ready at check-in time(Take 1.5 hours, No update by staff) - We arrived at 3pm(Check-in) time, but the room was not ready and other visitors also faced same situation. - Hotel staff informed me they give me a calling once they're ready. - They gave me One free restaurant drink coupon, But No calling for 1.5 hours. - Finally i tried to check the status, then they just assigned the room. I'm not sure they forgot to make call or .... - My friend was waiting for my check-in, and we wasted the time until our dinner... - Lost my life time will not be returned with drink coupons.",booking.com,"{""themes_and_categories""=>[{""theme""=>""Check-In & Check-Out Process"", ""categories""=>[""Long Wait""]}, {""theme""=>""Room Assignment & Condition"", ""categories""=>[""Room not ready upon arrival""]}, {""theme""=>""Staff & Service Quality"", ""categories""=>[""Lack of staff presence when needed"", ""Poor problem resolution (slow or dismissive responses)""]}]}"
Shangri-la Rasa Sentosa,"There were quite a number of things. Don’t go during peak hour as the hotel was understaffed and they seemed to be scrambling to get our room ready (it took them over an hour and with a toddler in tow and us hanging around and waiting for our room to be ready, it was tense). When we went to the pool, there was no one there to provide us with towels so we were pretty much shivering. Plus when we went to get our breakfast, I asked one of the staff for an extra bowl for my toddler and she couldn’t understand basic English. She had to complain to another one of her colleagues and that colleague came to clarify with us the same request. Room service was also horrendous. We clicked on the do not disturb button for our room but right after I managed to tuck the toddler to bed, the noisy phone rang where the reception asked us when they could come to clean the room up. What’s the point of that do not disturb button when the toddler who needed his sleep was going to be rudely awaken by noisy phone calls from room service or the guest reception? one last thing… we ordered in room dining after the toddler fell asleep and we requested for the food to be placed outside the room. The person who brought us our food ended up knocking loudly on the door and he insisted on coming into the room and clanging the tray right beside my child. That woke him up yet again. Overall, we were not pleased with our stay.",booking.com,"{""themes_and_categories""=>[{""theme""=>""Check-In & Check-Out Process"", ""categories""=>[""Long Wait""]}, {""theme""=>""Room Assignment & Condition"", ""categories""=>[""Room not ready upon arrival""]}, {""theme""=>""Staff & Service Quality"", ""categories""=>[""Rude, inattentive, or unhelpful staff"", ""Lack of staff presence when needed""]}, {""theme""=>""Technology & Amenities"", ""categories""=>[""Missing promised amenities (minibar, toiletries, etc.)""]}, {""theme""=>""Food & Beverage Experience"", ""categories""=>[""Long wait times for in-room dining or restaurants""]}, {""theme""=>""Facilities & Infrastructure"", ""categories""=>[""Pool, spa, gym not functioning or poorly maintained""]}, {""theme""=>""Security & Privacy"", ""categories""=>[""Privacy breaches (noise from staff, unannounced entry)""]}]}"
Shangri-la Rasa Sentosa,"The hotel looks like very old and looks like 3 stars hotel. We had holes in the bed linen, very very old towels with stains. Housekeeping didn’t wash the floor in the room. On the swimming pool I was waiting 30 min when stuff bring me towels, but after I knew that it self service and I need bring towel myself. The plates on the breakfast and from room service was dirty. It was my horrible experience on my live.",booking.com,"{""themes_and_categories""=>[{""theme""=>""Room Assignment & Condition"", ""categories""=>[""Poor cleanliness (dirty linens, bad odors, pests)"", ""Outdated or worn-out furnishings""]}, {""theme""=>""Staff & Service Quality"", ""categories""=>[""Lack of staff presence when needed""]}, {""theme""=>""Food & Beverage Experience"", ""categories""=>[""Hygiene/cleanliness of F&B areas""]}, {""theme""=>""Facilities & Infrastructure"", ""categories""=>[""Pool, spa, gym not functioning or poorly maintained""]}]}"
Shangri-la Rasa Sentosa,"Food. We indicated days before we checked in that we are vegan. Come breakfast the next day after checkin, and the options were almost non-existent, save for fruits and veggies. We raised the concern with a duty manager, who promised to rectify the breakfast the next morning. Since we were flying out early then, they offered to provide us with packed boxes. At the airport the next day, we discovered the breakfast was full of yogurt and non-vegan bread. Again, only option was some fruit. We did not taste the pancakes provided as we doubted they were vegan since whoever packed the food did not have a clue. Disappointing as we came especially to Singapore's La Rasa for our boy's birthday. But the ridiculous packed breakfast was a slap in the face, almost mocking.",booking.com,"{""themes_and_categories""=>[{""theme""=>""Staff & Service Quality"", ""categories""=>[""Poor problem resolution (slow or dismissive responses)"", ""Over-promising but under-delivering on \""luxury\"" standards""]}, {""theme""=>""Food & Beverage Experience"", ""categories""=>[""Limited menu choices vs. premium expectations""]}, {""theme""=>""Value-for-Money"", ""categories""=>[""Guests feeling the experience didn't justify the high price""]}]}"
Shangri-la Rasa Sentosa,irstly it would be nice if female partners were acknowledged especially by the pool. The staff acknowledge the men (I guess this is tip driven) but it is just manners to greet all guests. This was a constant disappointment. Food was average but unless you are prepared to leave the island all the time you have to take hotel offering - very overpriced. Sea shells require breakfast booking but you still line up to check in and wait for a table. There is a queue for guests without booking which is much shorter as most people do the right thing - these people were seen to and seated immediately and those who booked waited in a line to be seated. Ridiculous system. You get in quicker if you don't book.,booking.com,"{""themes_and_categories""=>[{""theme""=>""Staff & Service Quality"", ""categories""=>[""Rude, inattentive, or unhelpful staff""]}, {""theme""=>""Food & Beverage Experience"", ""categories""=>[""Overpriced, low-quality food"", ""Long wait times for in-room dining or restaurants""]}, {""theme""=>""Value-for-Money"", ""categories""=>[""Guests feeling the experience didn't justify the high price""]}]}"
Shangri-la Rasa Sentosa,"Inadequate service level Called service centre twice on 11 April via the phone with no one picking up Followed up with hotel staff 3 times for housekeeping to clean up the room, ended up doing it during dinner time No staff to assist at hotel main lobby Had to follow up for dinner reservation despite promise by hotel staff to complete all this during check in",booking.com,"{""themes_and_categories""=>[{""theme""=>""Check-In & Check-Out Process"", ""categories""=>[""Poor service""]}, {""theme""=>""Room Assignment & Condition"", ""categories""=>[""Poor cleanliness (dirty linens, bad odors, pests)""]}, {""theme""=>""Staff & Service Quality"", ""categories""=>[""Lack of staff presence when needed"", ""Poor problem resolution (slow or dismissive responses)"", ""Over-promising but under-delivering on \""luxury\"" standards""]}, {""theme""=>""Food & Beverage Experience"", ""categories""=>[""Long wait times for in-room dining or restaurants""]}]}"
Shangri-la Rasa Sentosa,"Room was dated and lacked some basic amenities. For a 5 star hotel, we expected a better environment and room. The safe was also broken and I couldn't get my passport out (we had to get an engineer up to open it). Location was mixed, having the beach was great however being at the far end of Sentosa island meant transport options were limited. To get a taxi we often had to wait 30 minutes or more due to the queue being so long. Breakfast was mayhem, we initially went to the main restaurant however it was loud, chaotic and underwhelming. We then moved to the business lounge where we found a quieter space to eat, however it was grim. We sat outside, surrounded by stained white walls, broken tiles and a few tiny plant pots. I wouldn't recommend.",booking.com,"{""themes_and_categories""=>[{""theme""=>""Room Assignment & Condition"", ""categories""=>[""Maintenance issues (broken AC, shower, TV, etc.)"", ""Outdated or worn-out furnishings""]}, {""theme""=>""Technology & Amenities"", ""categories""=>[""Missing promised amenities (minibar, toiletries, etc.)""]}, {""theme""=>""Food & Beverage Experience"", ""categories""=>[""Hygiene/cleanliness of F&B areas""]}, {""theme""=>""Facilities & Infrastructure"", ""categories""=>[""Noise issues (thin walls, nearby construction, events)""]}, {""theme""=>""Security & Privacy"", ""categories""=>[""Safety concerns (doors not locking properly, lack of visible security)""]}, {""theme""=>""Value-for-Money"", ""categories""=>[""Guests feeling the experience didn't justify the high price""]}]}"
Shangri-la Rasa Sentosa,"I had a bad experience at this accommodation. While I understand that they could not make arrangements for higher floors due to room availability issues, I find it unacceptable that the basic requests could not even be met. I had requested for a baby cot which was also acknowledged by the hotel staff, but upon arrival we had an extra bed in the room which we didn’t ask for and the baby cot was nowhere to be found. We had to make an additional call for the changes to be made. It could be understandable if it took time for the baby cot to be brought to the room, but it is just distasteful to be allocated a room with someone else’s arrangements as if we were made to take another’s leftover room even when we paid the same. The staff were also not as meticulous in carrying out their work. When I had to borrow a thermometer for my sick grandson, I was handed a faulty one and it wasted a lot of additional time as I had to go back and forth to request for another one at a time I was so worried and concerned about the situation at hand. Even when having meals, the staff cleared away my cutlery after I left my seat to get more food leaving me with nothing to eat with. Generally, it just didn’t feel welcoming to be there.",booking.com,"{""themes_and_categories""=>[{""theme""=>""Room Assignment & Condition"", ""categories""=>[""Wrong room allocation (e.g., not the one booked)""]}, {""theme""=>""Staff & Service Quality"", ""categories""=>[""Rude, inattentive, or unhelpful staff"", ""Poor problem resolution (slow or dismissive responses)""]}, {""theme""=>""Technology & Amenities"", ""categories""=>[""Missing promised amenities (minibar, toiletries, etc.)""]}, {""theme""=>""Food & Beverage Experience"", ""categories""=>[""Hygiene/cleanliness of F&B areas""]}]}"
Shangri-la Rasa Sentosa,"first the manager could not find our booking, then I was advised he couldn’t see it had been paid for in full (it was paid in full in dec last year) then we got to our room which we ordered a room with a bath as my husband has stage 4 cancer and needs a bath for pain relief, we were then moved to another room, and the wrong luggage was delivered to our room. I booked abs paid for 2 rooms for my sister and I and our partners, when she checked in, she was offered a complimentary bottle of wine, however I was not offered that, and she did not even pay for the rooms or book them, they were both under my booking. we were told it was random for wine to be offered, is this chosen by the attractiveness of clients or what???? not good enough. we were then charged an extra $10/night to have her twin room turned into a double bed, why would it cost more for less linen? and this should have been told to us!!! customer service was extremely poor here, facilities and location were great, breakfast was great, just not happy with the staff",booking.com,"{""themes_and_categories""=>[{""theme""=>""Reservation & Pre-Arrival"", ""categories""=>[""Booking Error""]}, {""theme""=>""Check-In & Check-Out Process"", ""categories""=>[""System Errors"", ""Poor service"", ""Surprise charges or billing mistakes""]}, {""theme""=>""Room Assignment & Condition"", ""categories""=>[""Wrong room allocation (e.g., not the one booked)""]}, {""theme""=>""Staff & Service Quality"", ""categories""=>[""Rude, inattentive, or unhelpful staff"", ""Poor problem resolution (slow or dismissive responses)""]}, {""theme""=>""Security & Privacy"", ""categories""=>[""Mishandling of guest belongings (lost luggage, theft)""]}, {""theme""=>""Value-for-Money"", ""categories""=>[""Hidden charges / unexpected fees""]}]}"
Shangri-la Rasa Sentosa,"The room and bathroom is having a window separation.Even after closing the window, the washroom is visible from the room which is very bad. Also there is no privacy in the panoramic sea view rooms as the neighbouring rooms can easily see your room and the balcony. There is no proper partition between the balcony There is no bidet in the washroom. Had to go down to the reception to ask for a bucket as no one picked the call even after calling multiple times.",booking.com,"{""themes_and_categories""=>[{""theme""=>""Room Assignment & Condition"", ""categories""=>[""Maintenance issues (broken AC, shower, TV, etc.)""]}, {""theme""=>""Staff & Service Quality"", ""categories""=>[""Lack of staff presence when needed""]}, {""theme""=>""Technology & Amenities"", ""categories""=>[""Missing promised amenities (minibar, toiletries, etc.)""]}, {""theme""=>""Security & Privacy"", ""categories""=>[""Privacy breaches (noise from staff, unannounced entry)""]}]}"
Shangri-la Rasa Sentosa,"The shower hose was broken, we asked the hotel staffs 3 times to send someone to our room to fix. However, they forgot our requests after our reminders. Bathroom is not clean, toilet seat is broken too. Check in and check out processing time is very slow even they didn't have much customers at reception to take care. Breakfast buffet service is poor, staffs just walked around and didn't do anything to speed up the process and assign table for guests. We and other guests stood there for 15 minutes to wait even there are available tables. We don't understand what were they doing",booking.com,"{""themes_and_categories""=>[{""theme""=>""Check-In & Check-Out Process"", ""categories""=>[""Long Wait""]}, {""theme""=>""Room Assignment & Condition"", ""categories""=>[""Maintenance issues (broken AC, shower, TV, etc.)"", ""Poor cleanliness (dirty linens, bad odors, pests)""]}, {""theme""=>""Staff & Service Quality"", ""categories""=>[""Lack of staff presence when needed"", ""Poor problem resolution (slow or dismissive responses)""]}, {""theme""=>""Food & Beverage Experience"", ""categories""=>[""Long wait times for in-room dining or restaurants""]}]}"
Shangri-la Rasa Sentosa,"Service wasn't what I would expect for a hotel chain of this calibre. Room cleaning staff were very noticeable and noisy, basic service in the restaurants with long waits if the hotel is fully booked, check in and out was slow even when not busy.",booking.com,"{""themes_and_categories""=>[{""theme""=>""Check-In & Check-Out Process"", ""categories""=>[""Long Wait""]}, {""theme""=>""Staff & Service Quality"", ""categories""=>[""Over-promising but under-delivering on \""luxury\"" standards""]}, {""theme""=>""Food & Beverage Experience"", ""categories""=>[""Long wait times for in-room dining or restaurants""]}, {""theme""=>""Facilities & Infrastructure"", ""categories""=>[""Noise issues (thin walls, nearby construction, events)""]}]}"
Shangri-la Rasa Sentosa,"Service wasn't what I would expect for a hotel chain of this calibre. Room cleaning staff were very noticeable and noisy, basic service in the restaurants with long waits if the hotel is fully booked, check in and out was slow even when not busy.",booking.com,"{""themes_and_categories""=>[{""theme""=>""Check-In & Check-Out Process"", ""categories""=>[""Long Wait""]}, {""theme""=>""Staff & Service Quality"", ""categories""=>[""Over-promising but under-delivering on \""luxury\"" standards""]}, {""theme""=>""Food & Beverage Experience"", ""categories""=>[""Long wait times for in-room dining or restaurants""]}, {""theme""=>""Facilities & Infrastructure"", ""categories""=>[""Noise issues (thin walls, nearby construction, events)""]}]}"
JW Marriott South Beach,"During my stay, I encountered a series of issues that left me dissatisfied with the service provided by your hotel. To begin with, the check-in process took over half an hour due to slow system input and technical problems. This inconvenience not only disrupted my plans but also impacted the overall experience of my stay. Furthermore, my early check-out request seemed to be ignored. I communicated this request to your front desk team on August 4th and August 6th. However, when I attempted to check out with my family on August 7th, I was informed that I would need to pay an additional day's room fee. This was attributed to my check-out request being made on August 7th, thus incurring a penalty fee according to your policy. I find this treatment deeply unsatisfactory, as I had clearly made prior efforts to communicate my early departure.",booking.com,"{""themes_and_categories""=>[{""theme""=>""Check-In & Check-Out Process"", ""categories""=>[""Long Wait"", ""System Errors"", ""Surprise charges or billing mistakes""]}, {""theme""=>""Staff & Service Quality"", ""categories""=>[""Poor problem resolution (slow or dismissive responses)""]}]}"
